Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CarInsurance,Duration,CallStartHour,CallStartMinute,CallStartSecond
CI35,39.0,4.0,2.0,2.0,0,11971.0,1,0,1,15,5,10,179,5,0,10:18:56,10:20:11,0,75.0,10,18,56
CI36,38.0,0.0,1.0,1.0,0,1767.0,1,0,2,9,7,4,239,7,1,16:59:58,17:08:01,1,483.0,16,59,58
CI37,45.0,6.0,1.0,2.0,0,0.0,1,0,2,17,11,1,-1,0,-1,12:32:41,12:34:55,0,134.0,12,32,41
CI38,27.0,0.0,1.0,1.0,0,0.0,1,1,2,18,5,5,-1,0,-1,15:55:35,15:58:12,0,157.0,15,55,35
CI39,58.0,7.0,0.0,1.0,0,462.0,0,0,2,13,11,1,93,1,1,13:55:30,14:03:45,1,495.0,13,55,30
CI40,58.0,4.0,0.0,2.0,0,50.0,1,0,0,3,6,4,-1,0,-1,11:20:57,11:22:46,0,109.0,11,20,57
CI41,36.0,9.0,1.0,2.0,0,341.0,0,0,2,12,2,2,183,1,1,12:47:23,12:54:22,1,419.0,12,47,23
CI42,49.0,1.0,0.0,0.0,0,235.0,0,0,2,29,1,1,-1,0,-1,10:41:10,10:51:36,0,626.0,10,41,10
CI43,27.0,1.0,2.0,1.0,0,294.0,1,1,0,28,5,2,-1,0,-1,13:53:29,14:05:03,1,694.0,13,53,29
CI44,59.0,4.0,0.0,2.0,0,59.0,1,0,0,5,5,1,-1,0,-1,14:21:52,14:26:25,0,273.0,14,21,52
CI45,47.0,0.0,1.0,1.0,0,292.0,1,0,0,19,5,3,-1,0,-1,13:06:57,13:08:19,0,82.0,13,6,57
CI46,56.0,1.0,2.0,1.0,0,663.0,0,1,2,8,7,3,-1,0,-1,09:17:08,09:30:47,1,819.0,9,17,8
CI47,32.0,4.0,2.0,2.0,0,1218.0,1,0,1,28,1,2,-1,0,-1,13:45:20,13:46:30,0,70.0,13,45,20
CI48,31.0,4.0,2.0,2.0,0,98.0,0,0,2,11,8,2,-1,0,-1,12:04:33,12:05:42,0,69.0,12,4,33
CI49,31.0,1.0,1.0,1.0,0,625.0,1,0,2,2,7,2,49,3,0,10:50:34,10:52:49,1,135.0,10,50,34
CI50,45.0,4.0,1.0,2.0,0,114.0,1,0,2,20,4,1,-1,0,-1,11:00:19,11:04:36,0,257.0,11,0,19
CI51,47.0,4.0,1.0,1.0,0,458.0,0,0,2,18,11,1,-1,0,-1,17:11:04,17:12:10,0,66.0,17,11,4
CI52,38.0,4.0,1.0,1.0,0,0.0,1,0,0,27,5,2,-1,0,-1,15:05:56,15:09:49,0,233.0,15,5,56
CI53,59.0,4.0,1.0,2.0,0,2319.0,1,0,0,15,5,32,-1,0,-1,10:36:51,10:39:03,0,132.0,10,36,51
CI54,48.0,4.0,0.0,2.0,0,547.0,0,0,2,21,11,2,-1,0,-1,11:33:59,11:38:34,0,275.0,11,33,59
CI55,19.0,8.0,2.0,0.0,0,245.0,0,0,1,10,11,2,110,2,2,14:43:29,14:45:07,0,98.0,14,43,29
CI56,24.0,8.0,2.0,1.0,0,382.0,0,0,2,13,11,2,92,3,0,11:10:12,11:14:28,1,256.0,11,10,12
CI57,32.0,1.0,1.0,0.0,0,1261.0,1,0,0,23,5,1,-1,0,-1,10:18:27,10:20:39,0,132.0,10,18,27
CI58,45.0,1.0,1.0,1.0,0,154.0,1,0,0,7,5,1,-1,0,-1,14:29:53,14:48:51,1,1138.0,14,29,53
CI59,29.0,8.0,2.0,1.0,0,67.0,0,0,2,23,2,1,187,5,1,16:20:17,16:23:48,1,211.0,16,20,17
CI60,47.0,4.0,1.0,2.0,0,0.0,1,0,2,4,9,3,-1,0,-1,16:16:01,16:17:06,0,65.0,16,16,1
CI61,36.0,4.0,2.0,2.0,0,1400.0,1,0,2,11,5,3,-1,0,-1,15:05:25,15:15:33,1,608.0,15,5,25
CI62,38.0,1.0,2.0,2.0,0,2885.0,1,0,0,20,6,10,-1,0,-1,10:46:11,11:09:53,1,1422.0,10,46,11
CI63,72.0,5.0,1.0,0.0,0,763.0,0,0,2,24,4,2,-1,0,-1,17:48:21,17:54:45,1,384.0,17,48,21
CI64,70.0,5.0,1.0,0.0,0,3782.0,0,0,2,16,3,1,-1,0,-1,11:23:58,11:34:16,0,618.0,11,23,58
CI65,26.0,1.0,1.0,1.0,0,697.0,1,0,2,18,5,2,-1,0,-1,16:10:32,16:14:45,0,253.0,16,10,32
CI66,43.0,4.0,0.0,2.0,0,350.0,1,0,0,4,6,1,-1,0,-1,12:42:28,12:44:36,0,128.0,12,42,28
CI67,27.0,7.0,2.0,1.0,0,683.0,1,0,0,9,5,3,-1,0,-1,11:14:40,11:15:24,0,44.0,11,14,40
CI68,50.0,3.0,0.0,0.0,0,120.0,1,0,2,21,7,1,-1,0,-1,12:52:02,12:53:41,0,99.0,12,52,2
CI69,29.0,0.0,2.0,1.0,0,464.0,0,0,2,9,11,2,91,3,1,14:56:40,15:00:08,1,208.0,14,56,40
CI70,48.0,7.0,1.0,1.0,0,6127.0,1,0,0,15,5,1,-1,0,-1,17:06:13,17:07:50,0,97.0,17,6,13
CI71,55.0,1.0,1.0,1.0,0,0.0,0,0,0,12,6,2,-1,0,-1,17:01:33,17:11:47,1,614.0,17,1,33
CI72,53.0,0.0,0.0,0.0,0,257.0,0,0,2,11,7,2,-1,0,-1,12:33:01,12:54:51,1,1310.0,12,33,1
CI73,68.0,5.0,0.0,1.0,0,4189.0,0,0,1,14,7,2,-1,0,-1,12:27:49,12:42:46,1,897.0,12,27,49
CI74,56.0,5.0,1.0,1.0,0,230.0,0,0,2,8,9,1,92,2,0,16:59:14,17:02:01,0,167.0,16,59,14
CI75,46.0,1.0,1.0,1.0,0,78.0,1,1,0,7,5,1,-1,0,-1,16:44:42,16:47:07,0,145.0,16,44,42
CI76,45.0,4.0,1.0,2.0,0,7154.0,1,0,2,19,11,3,111,3,0,09:54:38,09:56:11,0,93.0,9,54,38
CI77,42.0,4.0,0.0,2.0,0,9.0,1,0,2,21,7,1,-1,0,-1,14:24:03,14:32:32,0,509.0,14,24,3
CI78,37.0,9.0,1.0,1.0,0,5115.0,1,0,2,17,11,2,171,4,0,12:59:55,13:20:05,1,1210.0,12,59,55
CI79,31.0,7.0,1.0,1.0,0,0.0,1,0,2,29,1,2,-1,0,-1,16:39:03,16:42:47,0,224.0,16,39,3
CI80,38.0,9.0,1.0,1.0,0,4539.0,0,0,2,16,9,1,-1,0,-1,16:16:04,16:22:31,1,387.0,16,16,4
CI81,63.0,5.0,1.0,0.0,0,48.0,0,0,2,9,6,1,-1,0,-1,16:24:23,16:28:34,1,251.0,16,24,23
CI82,49.0,1.0,1.0,1.0,0,1568.0,0,0,0,21,5,6,-1,0,-1,15:36:52,15:40:18,0,206.0,15,36,52
CI83,31.0,0.0,2.0,1.0,0,0.0,1,0,2,7,5,2,295,2,0,15:52:26,16:07:21,1,895.0,15,52,26
CI84,30.0,8.0,2.0,2.0,0,2539.0,0,0,1,5,3,5,-1,0,-1,09:54:04,09:57:23,1,199.0,9,54,4
CI85,44.0,10.0,2.0,0.0,1,4.0,0,1,2,30,7,2,-1,0,-1,16:44:16,16:57:24,1,788.0,16,44,16
CI86,48.0,1.0,0.0,1.0,0,2071.0,0,0,2,14,5,1,-1,0,-1,17:05:21,17:07:28,0,127.0,17,5,21
CI87,29.0,4.0,2.0,2.0,0,697.0,0,0,2,4,2,1,-1,0,-1,15:07:21,15:10:47,1,206.0,15,7,21
CI88,42.0,4.0,1.0,2.0,0,3713.0,0,0,2,19,11,2,-1,0,-1,15:27:16,15:39:05,1,709.0,15,27,16
CI89,57.0,5.0,2.0,2.0,0,2528.0,1,1,0,30,5,1,-1,0,-1,09:09:26,09:21:30,0,724.0,9,9,26
CI90,31.0,9.0,0.0,1.0,0,646.0,1,0,0,30,5,3,-1,0,-1,13:38:13,13:43:07,0,294.0,13,38,13
CI91,47.0,1.0,1.0,0.0,0,94.0,1,0,0,9,5,3,-1,0,-1,09:01:17,09:04:46,0,209.0,9,1,17
CI92,31.0,1.0,1.0,1.0,0,41.0,1,0,0,19,5,1,-1,0,-1,10:07:28,10:11:53,0,265.0,10,7,28
CI93,34.0,9.0,1.0,1.0,0,1072.0,0,1,2,5,2,1,252,2,0,16:41:51,16:44:07,0,136.0,16,41,51
CI94,31.0,9.0,1.0,2.0,0,6562.0,1,0,2,19,8,2,-1,0,-1,14:42:12,14:44:10,0,118.0,14,42,12
CI95,38.0,1.0,1.0,1.0,0,2685.0,0,0,0,20,6,12,-1,0,-1,17:55:46,17:56:08,0,22.0,17,55,46
CI96,46.0,4.0,1.0,2.0,0,1600.0,1,1,2,11,8,1,-1,0,-1,14:09:12,14:29:56,1,1244.0,14,9,12
CI97,30.0,1.0,2.0,1.0,0,315.0,0,0,2,23,6,1,-1,0,-1,09:37:38,10:01:05,1,1407.0,9,37,38
CI98,48.0,3.0,1.0,1.0,0,0.0,0,0,2,28,5,5,-1,0,-1,10:33:58,10:38:28,1,270.0,10,33,58
CI99,34.0,4.0,2.0,2.0,0,808.0,0,0,2,26,5,2,97,1,2,14:58:26,15:04:42,0,376.0,14,58,26
CI100,43.0,1.0,1.0,1.0,0,1109.0,1,0,2,2,2,3,264,2,0,12:24:59,12:26:54,0,115.0,12,24,59
CI101,28.0,10.0,2.0,1.0,0,434.0,1,0,2,30,4,1,-1,0,-1,14:57:00,15:01:17,0,257.0,14,57,0
CI102,46.0,7.0,1.0,1.0,0,379.0,0,0,0,11,6,2,-1,0,-1,15:24:14,15:39:00,0,886.0,15,24,14
CI103,48.0,1.0,1.0,1.0,0,893.0,0,0,2,13,8,2,-1,0,-1,10:33:36,10:34:38,0,62.0,10,33,36
CI104,25.0,9.0,2.0,2.0,0,3630.0,0,0,1,9,6,7,-1,0,-1,10:44:26,10:48:07,1,221.0,10,44,26
CI105,44.0,1.0,2.0,2.0,0,2167.0,1,0,0,7,5,1,-1,0,-1,09:09:23,09:30:36,0,1273.0,9,9,23
CI106,48.0,1.0,1.0,1.0,0,1730.0,1,0,2,10,8,1,102,1,1,11:56:17,11:58:55,0,158.0,11,56,17
CI107,39.0,0.0,1.0,1.0,0,3732.0,1,0,2,18,11,1,181,2,0,14:38:16,14:46:51,0,515.0,14,38,16
CI108,50.0,9.0,0.0,1.0,0,636.0,1,0,2,6,5,2,254,23,2,10:25:04,10:27:11,0,127.0,10,25,4
CI109,49.0,1.0,1.0,1.0,0,327.0,1,0,2,7,5,1,-1,0,-1,16:10:56,16:17:59,0,423.0,16,10,56
CI110,30.0,9.0,2.0,1.0,0,237.0,0,0,2,9,2,2,-1,0,-1,11:25:54,11:27:46,0,112.0,11,25,54
CI111,47.0,1.0,1.0,0.0,0,159.0,1,0,0,13,5,2,-1,0,-1,17:06:10,17:19:01,0,771.0,17,6,10
CI112,31.0,9.0,2.0,2.0,0,252.0,0,0,2,8,6,3,-1,0,-1,09:28:58,09:30:45,1,107.0,9,28,58
CI113,29.0,0.0,2.0,1.0,0,265.0,1,0,2,25,11,1,184,1,0,17:04:34,17:11:28,1,414.0,17,4,34
CI114,44.0,0.0,1.0,1.0,0,1074.0,1,0,2,11,7,2,-1,0,-1,15:58:12,16:13:23,1,911.0,15,58,12
CI115,27.0,7.0,1.0,1.0,0,511.0,1,0,0,30,6,5,-1,0,-1,17:20:42,17:22:07,0,85.0,17,20,42
CI116,52.0,4.0,2.0,2.0,0,83.0,0,0,2,26,8,6,-1,0,-1,10:22:33,10:42:56,1,1223.0,10,22,33
CI117,49.0,0.0,1.0,1.0,0,5361.0,0,0,2,7,8,1,-1,0,-1,13:27:42,13:28:52,0,70.0,13,27,42
CI118,44.0,1.0,1.0,1.0,0,1529.0,1,0,2,30,4,1,-1,0,-1,17:15:15,17:21:02,1,347.0,17,15,15
CI119,29.0,9.0,1.0,1.0,0,0.0,1,0,2,28,7,6,-1,0,-1,13:51:04,13:52:27,0,83.0,13,51,4
CI120,34.0,1.0,1.0,1.0,0,262.0,0,0,2,15,9,2,106,1,1,11:49:43,11:51:12,1,89.0,11,49,43
CI121,49.0,0.0,2.0,1.0,0,275.0,0,0,0,8,5,1,-1,0,-1,09:48:13,09:48:27,0,14.0,9,48,13
CI122,57.0,5.0,0.0,0.0,0,720.0,0,0,1,17,2,4,-1,0,-1,13:47:38,13:51:00,1,202.0,13,47,38
CI123,39.0,9.0,0.0,2.0,1,3.0,0,0,2,6,5,1,-1,0,-1,14:32:42,14:40:50,1,488.0,14,32,42
CI124,38.0,0.0,2.0,1.0,0,439.0,0,0,0,16,6,4,-1,0,-1,12:01:36,12:07:35,0,359.0,12,1,36
CI125,48.0,9.0,1.0,1.0,1,295.0,0,1,2,17,11,2,-1,0,-1,17:07:38,17:10:48,0,190.0,17,7,38
CI126,40.0,4.0,2.0,2.0,0,1361.0,0,0,2,29,1,1,-1,0,-1,13:32:42,13:57:15,1,1473.0,13,32,42
CI127,61.0,5.0,1.0,1.0,0,86.0,0,0,2,25,1,1,94,1,1,16:46:41,16:57:20,1,639.0,16,46,41
CI128,36.0,4.0,1.0,2.0,0,900.0,1,0,0,15,5,2,-1,0,-1,17:59:45,18:07:40,0,475.0,17,59,45
CI129,52.0,4.0,1.0,2.0,0,388.0,0,0,2,25,5,1,-1,0,-1,10:43:50,10:48:22,1,272.0,10,43,50
CI130,54.0,4.0,2.0,2.0,0,0.0,1,0,0,3,6,1,-1,0,-1,16:12:26,16:13:34,0,68.0,16,12,26
CI131,28.0,9.0,2.0,1.0,0,313.0,0,0,2,9,2,2,-1,0,-1,09:37:15,09:56:58,1,1183.0,9,37,15
CI132,22.0,8.0,2.0,1.0,0,330.0,1,0,2,18,5,1,-1,0,-1,12:41:31,12:43:16,0,105.0,12,41,31
CI133,59.0,9.0,1.0,1.0,0,116.0,0,0,2,12,8,4,422,3,0,12:46:10,12:52:48,1,398.0,12,46,10
CI134,62.0,5.0,1.0,0.0,0,383.0,0,0,2,10,9,1,-1,0,-1,12:33:15,12:37:51,0,276.0,12,33,15
CI135,69.0,4.0,1.0,2.0,0,840.0,0,0,1,5,2,3,-1,0,-1,16:58:23,17:00:31,1,128.0,16,58,23
CI136,47.0,4.0,2.0,2.0,0,324.0,0,1,2,6,8,1,-1,0,-1,17:49:20,17:50:32,0,72.0,17,49,20
CI137,40.0,6.0,1.0,1.0,0,0.0,1,0,2,11,5,1,-1,0,-1,13:18:17,13:29:14,1,657.0,13,18,17
CI138,36.0,4.0,1.0,2.0,0,203.0,0,0,2,25,1,1,88,1,1,14:34:31,14:38:46,1,255.0,14,34,31
CI139,29.0,0.0,2.0,1.0,0,27.0,1,0,2,6,5,1,-1,0,-1,15:24:00,15:36:34,1,754.0,15,24,0
CI140,38.0,4.0,1.0,2.0,0,1308.0,1,0,2,2,2,1,-1,0,-1,09:06:43,09:17:09,1,626.0,9,6,43
CI141,44.0,2.0,1.0,1.0,0,1442.0,0,0,2,18,11,2,-1,0,-1,15:01:47,15:06:27,0,280.0,15,1,47
CI142,35.0,1.0,2.0,2.0,0,1830.0,0,0,2,14,10,2,-1,0,-1,14:30:58,14:33:44,0,166.0,14,30,58
CI143,49.0,3.0,0.0,0.0,0,164.0,1,0,0,9,5,5,-1,0,-1,09:23:32,09:41:32,0,1080.0,9,23,32
CI144,47.0,10.0,1.0,0.0,0,324.0,0,0,2,21,11,2,-1,0,-1,17:59:42,18:07:24,1,462.0,17,59,42
CI145,41.0,0.0,1.0,1.0,0,549.0,1,0,2,8,5,4,-1,0,-1,17:26:59,17:32:25,0,326.0,17,26,59
CI146,31.0,4.0,2.0,1.0,0,1088.0,1,0,2,8,4,2,-1,0,-1,15:08:17,15:17:52,1,575.0,15,8,17
CI147,36.0,9.0,1.0,1.0,0,494.0,1,0,0,9,5,3,-1,0,-1,09:46:19,09:47:42,0,83.0,9,46,19
CI148,31.0,10.0,1.0,1.0,0,314.0,1,0,2,20,11,3,178,7,0,14:21:17,14:43:38,1,1341.0,14,21,17
CI149,45.0,1.0,2.0,1.0,0,0.0,0,0,2,5,8,2,472,1,1,17:33:37,17:39:51,1,374.0,17,33,37
CI150,30.0,7.0,1.0,1.0,0,475.0,0,0,2,22,8,5,-1,0,-1,10:55:33,10:58:45,0,192.0,10,55,33
CI151,26.0,1.0,2.0,0.0,0,295.0,1,0,2,6,5,1,-1,0,-1,09:51:59,09:54:17,0,138.0,9,51,59
CI152,43.0,10.0,1.0,2.0,0,0.0,0,0,2,16,7,1,281,1,0,12:07:49,12:20:14,1,745.0,12,7,49
CI153,49.0,1.0,1.0,0.0,0,408.0,0,0,2,12,8,4,-1,0,-1,13:20:29,13:29:48,1,559.0,13,20,29
CI154,70.0,5.0,1.0,1.0,0,2626.0,0,0,2,2,9,2,-1,0,-1,10:53:38,10:55:58,1,140.0,10,53,38
CI155,36.0,7.0,0.0,1.0,0,532.0,1,0,2,29,1,1,241,1,0,12:15:33,12:22:04,0,391.0,12,15,33
CI156,37.0,4.0,1.0,2.0,0,784.0,1,0,2,9,2,3,-1,0,-1,15:47:02,15:47:43,0,41.0,15,47,2
CI157,39.0,9.0,1.0,1.0,0,376.0,0,0,0,20,6,3,-1,0,-1,16:52:37,16:55:17,0,160.0,16,52,37
CI158,43.0,1.0,1.0,1.0,0,184.0,0,1,2,16,7,11,-1,0,-1,13:41:08,13:58:07,1,1019.0,13,41,8
CI159,49.0,1.0,0.0,1.0,0,848.0,1,0,0,19,6,1,-1,0,-1,12:50:56,12:52:45,0,109.0,12,50,56
CI160,35.0,3.0,1.0,2.0,0,1265.0,1,0,2,15,5,5,179,4,0,15:50:35,15:56:01,1,326.0,15,50,35
CI161,30.0,4.0,2.0,2.0,0,697.0,0,0,2,28,4,2,181,8,1,10:56:54,11:05:59,1,545.0,10,56,54
CI162,46.0,1.0,1.0,1.0,0,1568.0,1,0,2,2,6,1,55,6,2,10:26:22,10:31:32,1,310.0,10,26,22
CI163,38.0,1.0,1.0,0.0,0,481.0,1,0,1,12,5,5,-1,0,-1,09:18:18,09:20:12,0,114.0,9,18,18
CI164,49.0,0.0,1.0,1.0,0,3608.0,1,0,2,30,4,1,168,1,1,12:15:00,12:19:12,1,252.0,12,15,0
CI165,53.0,4.0,1.0,2.0,0,3634.0,0,0,2,7,5,4,88,8,1,10:24:17,10:27:48,1,211.0,10,24,17
CI166,42.0,9.0,1.0,1.0,0,556.0,1,0,2,19,11,1,-1,0,-1,15:52:29,15:54:10,0,101.0,15,52,29
CI167,32.0,9.0,1.0,1.0,0,696.0,1,0,0,2,6,1,-1,0,-1,12:12:11,12:25:46,1,815.0,12,12,11
CI168,35.0,6.0,1.0,2.0,0,1987.0,0,0,2,8,8,3,-1,0,-1,14:28:09,14:33:44,0,335.0,14,28,9
CI169,41.0,2.0,1.0,1.0,0,8491.0,1,0,2,18,11,1,-1,0,-1,11:27:47,11:43:16,1,929.0,11,27,47
CI170,81.0,5.0,1.0,0.0,0,0.0,0,0,1,11,8,1,-1,0,-1,12:08:28,12:11:46,0,198.0,12,8,28
CI171,34.0,0.0,0.0,1.0,0,67.0,1,0,0,6,5,1,-1,0,-1,16:39:05,16:40:35,0,90.0,16,39,5
CI172,30.0,0.0,2.0,1.0,0,1018.0,1,0,2,29,1,1,-1,0,-1,17:02:29,17:03:27,0,58.0,17,2,29
CI173,39.0,9.0,1.0,2.0,0,122.0,0,0,0,20,6,5,-1,0,-1,16:47:21,16:48:05,0,44.0,16,47,21
CI174,53.0,2.0,2.0,1.0,0,62.0,1,0,0,30,5,5,-1,0,-1,17:29:09,17:46:33,1,1044.0,17,29,9
CI175,34.0,1.0,1.0,0.0,0,147.0,1,0,0,2,6,3,-1,0,-1,09:26:03,09:27:23,0,80.0,9,26,3
CI176,23.0,7.0,2.0,1.0,0,210.0,1,0,0,20,5,1,-1,0,-1,10:21:58,10:30:25,0,507.0,10,21,58
CI177,51.0,1.0,1.0,0.0,0,0.0,1,1,2,25,7,3,-1,0,-1,11:10:34,11:26:20,1,946.0,11,10,34
CI178,43.0,0.0,1.0,1.0,0,2576.0,1,0,2,17,11,2,-1,0,-1,11:26:06,11:28:29,0,143.0,11,26,6
CI179,54.0,7.0,2.0,1.0,0,0.0,0,0,2,23,9,1,-1,0,-1,15:42:01,15:45:30,1,209.0,15,42,1
CI180,54.0,1.0,1.0,0.0,0,1659.0,0,0,2,12,8,5,-1,0,-1,16:24:39,16:25:29,0,50.0,16,24,39
CI181,20.0,8.0,2.0,2.0,0,457.0,0,0,2,16,6,1,-1,0,-1,12:17:11,12:20:45,0,214.0,12,17,11
CI182,32.0,9.0,2.0,2.0,0,388.0,1,0,2,22,8,2,-1,0,-1,14:49:29,14:51:28,0,119.0,14,49,29
CI183,36.0,1.0,1.0,0.0,0,599.0,1,0,0,21,5,2,-1,0,-1,16:39:55,16:50:44,1,649.0,16,39,55
CI184,33.0,0.0,1.0,1.0,0,796.0,1,0,1,6,4,1,-1,0,-1,13:12:23,13:15:59,0,216.0,13,12,23
CI185,35.0,4.0,0.0,2.0,0,538.0,1,0,0,12,5,4,-1,0,-1,15:39:43,15:40:49,0,66.0,15,39,43
CI186,58.0,1.0,1.0,0.0,0,0.0,0,0,1,16,7,6,-1,0,-1,11:54:53,12:04:11,0,558.0,11,54,53
CI187,46.0,9.0,1.0,1.0,0,3434.0,0,1,2,27,2,1,-1,0,-1,10:09:07,10:11:02,1,115.0,10,9,7
CI188,79.0,5.0,1.0,0.0,0,3025.0,0,0,2,11,12,3,126,3,2,09:24:34,09:27:20,1,166.0,9,24,34
CI189,40.0,10.0,1.0,1.0,0,1960.0,1,0,0,2,6,6,-1,0,-1,12:59:45,13:09:50,1,605.0,12,59,45
CI190,36.0,1.0,2.0,1.0,0,111.0,1,0,2,6,5,3,-1,0,-1,15:26:35,15:29:29,0,174.0,15,26,35
CI191,29.0,4.0,2.0,2.0,0,368.0,1,0,0,23,5,1,-1,0,-1,12:36:01,12:38:41,0,160.0,12,36,1
CI192,34.0,9.0,1.0,2.0,0,5060.0,1,0,2,21,8,21,-1,0,-1,13:13:30,13:13:42,0,12.0,13,13,30
CI193,29.0,1.0,2.0,1.0,0,734.0,1,1,2,30,4,1,296,1,2,15:52:18,15:56:37,1,259.0,15,52,18
CI194,31.0,1.0,1.0,2.0,0,2827.0,1,0,0,8,5,3,-1,0,-1,09:18:31,09:22:29,0,238.0,9,18,31
CI195,28.0,7.0,1.0,1.0,0,633.0,0,1,2,25,7,1,-1,0,-1,13:25:08,13:26:43,0,95.0,13,25,8
CI196,44.0,9.0,1.0,1.0,0,533.0,1,0,2,18,11,1,110,2,0,10:45:40,10:47:47,0,127.0,10,45,40
